ID,Latitude,Longitude
313132,38.64122,-121.455363
313133,38.64122,-121.455363
313144,38.523847,-121.467175
313159,38.450246,-121.492176
313166,38.423041,-121.394986
313172,38.42605,-121.396344
313178,38.431651,-121.398881
313184,38.640566,-121.382245
313190,38.409988,-121.38899
313197,38.609724,-121.428528
313204,38.611244,-121.426816
313339,38.639704,-121.199161
313344,38.642282,-121.159267
313349,38.642108,-121.155404
313368,38.65368,-121.368403
313376,38.654449,-121.366977
313386,38.666974,-121.3541
313393,38.666687,-121.353756
313405,38.674709,-121.345726
313406,38.674358,-121.345413
313414,38.687909,-121.331274
313420,38.687489,-121.331079
313426,38.6934,-121.325241
313432,38.692953,-121.325094
313438,38.705474,-121.311953
313444,38.705005,-121.311973
313450,38.707666,-121.309534
313456,38.707199,-121.30959
313468,38.713156,-121.303518
313469,38.712665,-121.303606
313475,38.718633,-121.297486
313482,38.718133,-121.297626
313487,38.638915,-121.402197
313493,38.72404,-121.291349
313512,38.726237,-121.288936
313551,38.641845,-121.155264
313552,38.641705,-121.151909
313560,38.699998,-121.318012
313567,38.698433,-121.319133
313576,38.642373,-121.161237
313579,38.64217,-121.156696
313601,38.642792,-121.173725
313606,38.642575,-121.173719
313612,38.625027,-121.228482
313618,38.624844,-121.228324
313625,38.615434,-121.253749
313631,38.615211,-121.25363
313640,38.600323,-121.277375
313646,38.600283,-121.277138
313652,38.584416,-121.298381
313658,38.58427,-121.29827
313671,38.554789,-121.440288
313684,38.550743,-121.429043
313698,38.552804,-121.413084
313728,38.560792,-121.460789
313740,38.578113,-121.308579
313747,38.559672,-121.371452
313753,38.55945,-121.371371
313765,38.569846,-121.328043
313772,38.575116,-121.537446
313790,38.570067,-121.328183
313822,38.575415,-121.560363
313824,38.575189,-121.55938
313835,38.576921,-121.527827
313840,38.576694,-121.52808
313846,38.562181,-121.347761
313852,38.561957,-121.347672
313861,38.573059,-121.321422
313867,38.572887,-121.321301
313874,38.560047,-121.479023
313890,38.56061,-121.362437
313897,38.560406,-121.362358
313904,38.619875,-121.242126
313912,38.619685,-121.242008
313931,38.5571,-121.39468
313938,38.556882,-121.394604
313951,38.584522,-121.458575
313956,38.560187,-121.472685
313965,38.631278,-121.399991
313979,38.552058,-121.698617
313980,38.552058,-121.698617
313981,38.552944,-121.693607
314000,39.139078,-120.926307
314001,39.139159,-120.926309
314013,38.552241,-121.695688
314014,38.552241,-121.695688
314015,38.551855,-121.698469
314025,38.553123,-121.692178
314026,38.553123,-121.692178
314036,38.609583,-121.268647
314042,38.60825,-121.271899
314059,38.609151,-121.270397
314060,38.609151,-121.270397
314061,38.611111,-121.265281
314078,38.60704,-121.274164
314098,38.42605,-121.396344
314107,38.409113,-121.388542
314114,38.423041,-121.394986
314115,38.419262,-121.393277
314121,38.585349,-121.451288
314129,38.611244,-121.426816
314131,38.611244,-121.426816
314138,38.609724,-121.428528
314145,38.594636,-121.444348
314147,38.598455,-121.442291
314157,38.600753,-121.438775
314158,38.559018,-121.47274
314159,38.602055,-121.437093
314160,38.600617,-121.437808
314165,38.645422,-121.3844
314171,38.645422,-121.3844
314177,38.638915,-121.402197
314182,38.705474,-121.311953
314190,38.707666,-121.309534
314194,38.569367,-121.479876
314195,38.55989,-121.472821
314201,38.72404,-121.291349
314204,38.726171,-121.289009
314217,38.787383,-121.224145
314218,38.787383,-121.224145
314230,38.643424,-121.114684
314231,38.643424,-121.114684
314241,38.643267,-121.11836
314242,38.643267,-121.11836
314248,38.643231,-121.112934
314254,39.323069,-120.214727
314255,39.32321,-120.214909
314262,38.639549,-121.200008
314270,38.557427,-121.447777
314277,39.422101,-120.034872
314291,38.609583,-121.268647
314297,38.60825,-121.271899
314336,39.128872,-121.58422
314342,39.128783,-121.584377
314343,39.128872,-121.58422
314355,39.122589,-121.573825
314371,38.553456,-121.410077
314379,38.643203,-121.113614
314380,38.643203,-121.113614
314402,38.646639,-121.376808
314407,38.646639,-121.376808
314419,38.68351,-121.336064
314420,38.68351,-121.336064
314421,38.68351,-121.336064
314433,38.681378,-121.338403
314434,38.681378,-121.338403
314446,38.684216,-121.334706
314447,38.684216,-121.334706
314460,38.682166,-121.336991
314461,38.682166,-121.336991
314462,38.682166,-121.336991
314485,38.661338,-121.359911
314486,38.661338,-121.359911
314491,38.659699,-121.361733
314492,38.659699,-121.361733
314501,38.47447,-121.423178
314502,38.476243,-121.424997
314503,38.47447,-121.423178
314509,38.645662,-121.378998
314514,38.645368,-121.380551
314521,38.600099,-121.451334
314530,38.577218,-121.527591
314536,38.590266,-121.288385
314548,38.57397,-121.578763
314549,38.57397,-121.578763
314559,38.554467,-121.405626
314560,38.554467,-121.405626
314566,38.553456,-121.410077
314575,38.600099,-121.450927
314576,38.600099,-121.451723
314580,38.600248,-121.449694
314598,38.624625,-121.416118
314599,38.624625,-121.416118
314615,38.467711,-121.415995
314616,38.467194,-121.415788
314617,38.467194,-121.415788
314618,38.574621,-121.466759
314621,38.575279,-121.558033
314625,38.447002,-121.405731
314646,38.60462,-121.433496
314647,38.604723,-121.433988
314649,38.604121,-121.433946
314650,38.605071,-121.433623
314652,38.450182,-121.492562
314666,38.566649,-121.334567
314668,38.566642,-121.334583
314679,38.456454,-121.410416
314680,38.460334,-121.412298
314681,38.457656,-121.411003
314688,38.421362,-121.394444
314689,38.421348,-121.394438
314697,38.414345,-121.391057
314698,38.414208,-121.391202
314711,38.564392,-121.339187
314712,38.565229,-121.337466
314719,38.784655,-121.280537
314723,38.788604,-121.288455
314724,38.785161,-121.281552
314726,38.565321,-121.337278
314730,38.407455,-121.387786
314751,38.497161,-121.447231
314755,38.494592,-121.4445
314756,38.495924,-121.445924
314768,38.48997,-121.514094
314773,38.489906,-121.514368
314780,38.509594,-121.521834
314786,38.509537,-121.522113
314792,38.532946,-121.517293
314799,38.533005,-121.517534
314803,38.572114,-121.509059
314808,38.569015,-121.510075
314814,38.569344,-121.510123
314821,38.591476,-121.504306
314828,38.591481,-121.50463
314835,38.558291,-121.513516
314843,38.558332,-121.513849
314848,38.551357,-121.510893
314853,38.551388,-121.511207
314867,38.480441,-121.509888
314868,38.480441,-121.509888
314869,38.479641,-121.509637
314876,38.480033,-121.509587
314877,38.480346,-121.510151
314885,38.483188,-121.511297
314886,38.482681,-121.511079
314896,38.494653,-121.516042
314897,38.492539,-121.515161
314898,38.492621,-121.515197
314899,38.494942,-121.516161
314909,38.49944,-121.517291
314910,38.499541,-121.517301
314911,38.496252,-121.516922
314912,38.499432,-121.517559
314922,38.519191,-121.521741
314923,38.516737,-121.521874
314934,38.527444,-121.519848
314935,38.527573,-121.520012
314936,38.526236,-121.520796
314942,38.56738,-121.506638
314943,38.567455,-121.50692
314954,38.578413,-121.506787
314955,38.577728,-121.507177
314956,38.577717,-121.507475
314967,38.542692,-121.509506
314968,38.54261,-121.509546
314969,38.542066,-121.510166
314981,38.58355,-121.503005
314982,38.581573,-121.503957
314983,38.580813,-121.50444
314993,38.613222,-121.511684
314994,38.613784,-121.511987
315005,38.61522,-121.512739
315006,38.615328,-121.512794
315016,38.586445,-121.50306
315017,38.586151,-121.502962
315030,38.595858,-121.50416
315031,38.595598,-121.504187
315032,38.594559,-121.503986
315042,38.606772,-121.508307
315043,38.605358,-121.507579
315044,38.609677,-121.509822
315053,38.608583,-121.508934
315054,38.607815,-121.508535
315055,38.606167,-121.507665
315060,38.42777,-121.487872
315076,38.634292,-121.499778
315098,38.642734,-121.129536
315105,38.642474,-121.129528
315804,38.603275,-121.544294
315822,38.477202,-121.425725
315823,38.42605,-121.396344
315824,38.510952,-121.4604
315825,38.542033,-121.4737
315826,38.431651,-121.398881
315827,38.423041,-121.394986
315828,38.409988,-121.38899
315830,38.407455,-121.387786
315831,38.414345,-121.391057
315832,38.414208,-121.391202
315833,38.421348,-121.394438
315834,38.447002,-121.405731
315835,38.457656,-121.411003
315836,38.467834,-121.416092
315837,38.467194,-121.415788
315838,38.472175,-121.420424
315839,38.47447,-121.423178
315841,38.455455,-121.409719
315842,38.45731,-121.410614
315843,38.48154,-121.430356
315846,38.484941,-121.434178
315847,38.488781,-121.438055
315849,38.494914,-121.444557
315850,38.498256,-121.448118
315852,38.503254,-121.453395
315853,38.509693,-121.459386
315854,38.519554,-121.46462
315855,38.52394,-121.466959
315856,38.526685,-121.468411
315857,38.533712,-121.472405
315858,38.523847,-121.467175
315860,38.575167,-121.466517
315861,38.560257,-121.472941
315862,38.645368,-121.380551
315863,38.654449,-121.366977
315864,38.666687,-121.353756
315865,38.674358,-121.345413
315866,38.682166,-121.336991
315867,38.684216,-121.334706
315868,38.687489,-121.331079
315869,38.692953,-121.325094
315870,38.698433,-121.319133
315871,38.705005,-121.311973
315872,38.446976,-121.405903
315873,38.51236,-121.460827
315874,38.545438,-121.473985
315875,38.55419,-121.474301
315876,38.707199,-121.30959
315877,38.712665,-121.303606
315878,38.718133,-121.297626
315879,38.560187,-121.472685
315880,38.645422,-121.3844
315881,38.65368,-121.368403
315882,38.659699,-121.361733
315883,38.661338,-121.359911
315884,38.666974,-121.3541
315885,38.674709,-121.345726
315886,38.681378,-121.338403
315887,38.68351,-121.336064
315888,38.687909,-121.331274
315889,38.6934,-121.325241
315890,38.699998,-121.318012
315891,38.705474,-121.311953
315892,38.707666,-121.309534
315893,38.713156,-121.303518
315894,38.60825,-121.271899
315895,38.609583,-121.268647
315896,38.615211,-121.25363
315897,38.619685,-121.242008
315898,38.624844,-121.228324
315899,38.631181,-121.216272
315900,38.641845,-121.155264
315901,38.641705,-121.151909
315902,38.642474,-121.129528
315903,38.643203,-121.113614
315904,38.643231,-121.112934
315907,38.643424,-121.114684
315908,38.643267,-121.11836
315909,38.642734,-121.129536
315910,38.642108,-121.155404
315911,38.642282,-121.159267
315912,38.642792,-121.173725
315913,38.639704,-121.199161
315914,38.631299,-121.216481
315915,38.630481,-121.218031
315927,38.64357,-121.526264
315928,38.644928,-121.52701
315938,38.642112,-121.525828
315939,38.641659,-121.525581
315955,38.644101,-121.526913
315956,38.643474,-121.526571
315957,38.646476,-121.52821
315969,38.641662,-121.525228
315970,38.642289,-121.525569
315971,38.638795,-121.523671
315982,38.642988,-121.429362
315983,38.643068,-121.429738
315984,38.642527,-121.42747
315993,38.643032,-121.431114
315994,38.642976,-121.430714
315995,38.64315,-121.43417
316001,38.643242,-121.431092
316002,38.643393,-121.433476
316009,38.642568,-121.42862
316010,38.642428,-121.428038
316018,38.639055,-121.420373
316019,38.639315,-121.420301
316032,38.637542,-121.414023
316033,38.637713,-121.415599
316034,38.637554,-121.408055
316045,38.637243,-121.410085
316046,38.637249,-121.40788
316047,38.637591,-121.41631
316063,38.640501,-121.397843
316064,38.640501,-121.397843
316065,38.640501,-121.397843
316066,38.637405,-121.403303
316073,38.560059,-121.514173
316074,38.560087,-121.514183
316075,38.564783,-121.513944
316084,38.641382,-121.446154
316085,38.641632,-121.44618
316095,38.673196,-121.636879
316096,38.673456,-121.636875
316097,38.673202,-121.635831
316098,38.673205,-121.639839
316099,38.673471,-121.638769
316100,38.673464,-121.637886
316101,38.642575,-121.173719
316104,38.641522,-121.381216
316106,38.57721,-121.527614
316107,38.629144,-121.404774
316110,38.639707,-121.383164
316114,38.639012,-121.383914
316118,38.635499,-121.388289
316124,38.616931,-121.420332
316125,38.61775,-121.420033
316129,38.626669,-121.411094
316140,38.626864,-121.513302
316143,38.628798,-121.509554
316160,38.639729,-121.48677
316166,38.639502,-121.486644
316174,38.641606,-121.458554
316176,38.641678,-121.150359
316184,38.558591,-121.381894
316188,38.54215,-121.47393
316204,38.88388,-121.10218
316206,38.884011,-121.10226
316213,38.923626,-121.057257
316214,38.923626,-121.057257
316221,38.9218,-121.058459
316222,38.922582,-121.057981
316230,38.950579,-121.040946
316231,38.950568,-121.041187
316247,39.006,-120.991779
316248,39.003976,-120.993342
316249,39.003751,-120.993515
316250,39.002864,-120.99438
316251,39.005646,-120.99222
316252,39.003806,-120.993645
316259,39.096986,-120.949328
316260,39.095918,-120.949447
316261,39.095629,-120.949479
316262,39.094366,-120.949876
316263,39.094839,-120.949798
316264,39.095642,-120.94967
316271,38.633436,-121.21189
316279,38.633637,-121.212023
316280,38.633436,-121.21189
316281,38.633637,-121.212023
316285,38.496351,-121.516952
316301,38.575184,-121.559288
316314,38.662337,-121.358345
316315,38.663595,-121.357029
316328,38.660308,-121.36059
316329,38.661679,-121.359087
316330,38.657868,-121.363257
316362,38.550747,-121.474092
316364,38.558891,-121.475192
316366,38.554498,-121.474076
316373,38.643373,-121.109553
316386,38.650814,-121.370945
316387,38.649086,-121.372848
316388,38.649086,-121.372848
316398,38.454901,-121.409651
316399,38.455995,-121.410189
316400,38.455995,-121.410189
316414,38.724989,-121.289962
316415,38.727379,-121.287334
316416,38.722519,-121.292665
316421,38.560616,-121.472789
316429,38.56023,-121.472952
316438,38.742518,-121.271844
316439,38.741773,-121.27234
316451,38.744868,-121.270305
316452,38.743822,-121.270989
316453,38.747398,-121.268651
316454,38.747385,-121.268659
316482,38.675371,-121.750997
316483,38.674804,-121.751003
316484,38.671548,-121.751042
316485,38.675362,-121.751241
316486,38.672157,-121.75129
316487,38.676197,-121.751235
316492,38.600249,-121.450276
316493,38.600247,-121.449319
316531,39.165401,-120.177234
316533,39.165402,-120.177251
316575,38.774357,-121.258893
316580,38.774137,-121.259187
316584,38.78197,-121.274692
316588,38.781848,-121.274912
316593,38.789813,-121.290317
316597,38.789659,-121.290561
316601,38.801469,-121.299863
316605,38.801522,-121.300156
316617,38.832676,-121.299792
316621,38.832505,-121.300158
316648,38.650443,-121.077689
316653,38.650682,-121.077807
316654,38.656453,-121.059644
316661,38.656681,-121.05978
316666,38.657927,-121.047296
316670,38.658504,-121.047413
316674,38.655051,-121.016433
316678,38.655263,-121.016457
316682,38.658747,-120.980372
316686,38.659002,-120.980391
316690,38.65945,-120.960206
316694,38.659702,-120.960235
316699,38.661447,-120.942237
316704,38.661693,-120.942335
316708,38.670948,-120.924222
316712,38.671154,-120.924426
316716,38.698453,-120.874124
316720,38.698712,-120.87424
316724,38.724096,-120.827743
316728,38.724184,-120.827843
316733,38.817475,-121.188052
316738,38.817571,-121.188235
316743,38.828098,-121.175422
316748,38.828172,-121.175603
316753,38.852377,-121.146155
316758,38.852429,-121.146352
316760,38.838685,-121.16274
316768,38.838756,-121.162936
316773,38.547128,-121.71973
316783,38.556203,-121.679867
316788,38.556385,-121.680098
316803,38.567081,-121.617723
316808,38.567247,-121.61782
316810,38.650443,-121.077689
316812,38.650682,-121.077807
316817,38.582588,-121.558247
316822,38.582602,-121.558624
316827,38.68598,-121.53999
316835,38.723957,-121.540298
316839,38.723962,-121.540538
316851,38.753759,-121.541603
316856,38.753747,-121.541931
316862,38.778958,-121.543384
316888,38.659393,-120.966654
316894,38.659641,-120.966658
316898,38.708522,-120.844699
316902,38.708734,-120.844876
316906,38.693644,-120.896276
316910,38.693879,-120.896418
316916,38.778955,-121.543738
316922,38.837941,-121.54357
316928,38.837929,-121.543929
316932,38.870857,-121.558486
316936,38.870858,-121.558484
316940,38.888883,-121.57382
316944,38.888883,-121.573819
316949,38.642046,-121.138849
316959,38.644013,-121.097661
316964,38.644287,-121.097754
316970,38.642324,-121.138853
316976,38.646938,-121.088181
316977,38.642046,-121.138849
316980,38.642324,-121.138853
316983,38.644013,-121.097661
316985,38.644287,-121.097754
316987,38.646938,-121.088181
316992,38.647172,-121.0883
316993,38.647172,-121.0883
317002,38.780258,-121.232291
317003,38.780384,-121.232414
317008,38.794109,-121.215877
317013,38.794247,-121.216011
317018,38.807915,-121.199418
317023,38.808019,-121.199584
317028,38.573494,-121.581706
317033,38.573676,-121.581761
317038,38.814108,-121.543579
317042,38.814098,-121.543832
317045,38.685896,-121.540242
317064,38.638915,-121.402197
317078,38.856013,-121.299525
317080,38.848385,-121.299612
317081,38.853328,-121.299552
317088,38.852352,-121.299937
317089,38.852076,-121.299941
317090,38.854505,-121.299908
317098,38.787027,-121.285292
317099,38.786753,-121.284743
317137,38.376695,-121.362501
317138,38.379833,-121.365626
317139,38.377801,-121.363633
317140,38.374381,-121.360094
317141,38.374957,-121.360676
317142,38.378297,-121.363709
317143,38.378011,-121.363428
317144,38.376834,-121.362265
317145,38.379981,-121.36536
317146,38.377954,-121.363371
317147,39.422496,-120.035374
317157,38.801382,-121.207488
317158,38.800672,-121.208335
317166,38.805263,-121.202867
317167,38.804193,-121.204143
317168,38.660308,-121.36059
317171,38.662337,-121.358345
317187,38.381654,-121.477915
317191,38.381646,-121.478259
317377,38.673766,-121.692319
317381,38.673507,-121.692329
317500,38.890011,-121.088465
317505,38.890115,-121.088614
317522,38.959549,-121.02964
317527,38.959607,-121.029847
317532,38.976881,-121.012109
317537,38.976981,-121.012249
317570,38.532497,-121.768402
317576,38.532519,-121.768677
317580,38.633882,-121.762743
317584,38.633907,-121.763082
317619,38.966852,-121.020177
317624,38.96694,-121.020323
317652,38.333162,-121.330741
317656,38.3331,-121.330984
317676,38.573155,-121.767453
317680,38.573165,-121.767786
317692,38.652058,-121.755035
317696,38.652088,-121.755359
317704,38.814569,-120.028216
317706,38.814569,-120.028219
317710,38.875624,-120.005357
317711,38.875618,-120.005359
317715,38.904804,-119.999409
317716,38.904804,-119.999408
317722,38.923997,-119.988091
317723,38.924059,-119.988151
317735,38.952202,-119.949447
317736,38.952124,-119.949377
317742,38.935578,-119.977471
317743,38.935572,-119.977343
317751,38.804949,-121.202965
317752,38.804949,-121.202965
317754,38.625027,-121.228482
317756,38.615434,-121.253749
317758,38.619875,-121.242126
317786,39.3393,-120.34762
317787,39.337756,-120.352439
317788,39.337806,-120.351444
317789,39.338659,-120.351092
317790,39.34,-120.34742
317791,39.338779,-120.349341
317792,39.326239,-120.390197
317794,39.324573,-120.394943
317795,39.324293,-120.394469
317796,39.326806,-120.390409
317797,39.325671,-120.391277
317798,39.325458,-120.392564
317802,38.389811,-121.479587
317806,38.389793,-121.479964
317814,38.435063,-121.489037
317815,38.435037,-121.489384
317820,38.442379,-121.490534
317825,38.442327,-121.490906
317830,38.472735,-121.500798
317835,38.472565,-121.501105
317842,38.664276,-121.53788
317843,38.664367,-121.53762
317852,38.641739,-121.46371
317853,38.64149,-121.463672
317861,38.386991,-121.372631
317862,38.387131,-121.372341
317869,38.39927,-121.382363
317870,38.399359,-121.382103
317876,38.671076,-121.53991
317877,38.670914,-121.540143
317884,38.588989,-121.553955
317885,38.589094,-121.55429
317895,38.533758,-121.472162
317896,38.533758,-121.472162
317902,38.481465,-121.430545
317903,38.481465,-121.430545
317909,38.484982,-121.434045
317910,38.484982,-121.434045
317916,39.021077,-121.546554
317917,39.021877,-121.546864
317918,39.019636,-121.545978
317924,39.024143,-121.547443
317925,39.020508,-121.546328
317926,39.025533,-121.547419
317933,38.431608,-121.399081
317934,38.431608,-121.399081
317947,38.43908,-121.402197
317948,38.43908,-121.402197
317949,38.43908,-121.402197
317956,38.437048,-121.401274
317959,38.437048,-121.401274
317960,38.437048,-121.401274
317961,38.439272,-121.402281
317974,38.488638,-121.438162
317998,38.488638,-121.438162
318017,38.550149,-121.706428
318022,38.550321,-121.706609
318028,38.503097,-121.453645
318029,38.503097,-121.453645
318035,38.519487,-121.464869
318036,38.519487,-121.464869
318052,38.563162,-121.640398
318053,38.563017,-121.640097
318054,38.563359,-121.639225
318055,38.562834,-121.641162
318067,38.558143,-121.670963
318068,38.558305,-121.671206
318076,38.55951,-121.661873
318077,38.559664,-121.662131
318102,38.54053,-121.735229
318103,38.540415,-121.735368
318104,38.539167,-121.736849
318105,38.540415,-121.735368
318106,38.539167,-121.736849
318113,38.541047,-121.73425
318114,38.540546,-121.734852
318115,38.541883,-121.733239
318126,38.574177,-121.578904
318127,38.574215,-121.578679
318135,38.574941,-121.57213
318142,38.575333,-121.571347
318152,38.567184,-121.505896
318153,38.566541,-121.503497
318179,38.777772,-121.266768
318180,38.777898,-121.266563
318181,38.777772,-121.266768
318218,38.557688,-121.447696
318224,38.522655,-121.466549
318225,38.524876,-121.467721
318226,38.532303,-121.471667
318236,38.65427,-121.532104
318249,38.630057,-121.519629
318250,38.62809,-121.518732
318251,38.628159,-121.518765
318258,38.629026,-121.518794
318259,38.631037,-121.519694
318266,38.629053,-121.518806
318276,38.56049,-121.480633
318282,38.559773,-121.479137
318335,38.533012,-121.768387
318338,38.531855,-121.768695
318354,38.57511,-121.5504
318355,38.57511,-121.549954
318356,38.574936,-121.550293
318366,38.57512,-121.547874
318367,38.575116,-121.549232
318373,38.57511,-121.545111
318383,38.574938,-121.546262
318384,38.574947,-121.54476
318401,38.817156,-121.300091
318402,38.818431,-121.300036
318403,38.813539,-121.30005
318412,38.814345,-121.300367
318413,38.813838,-121.300377
318421,38.819977,-121.299948
318422,38.821591,-121.299914
318432,38.818702,-121.30031
318433,38.817107,-121.300318
318434,38.821406,-121.300284
318437,38.718633,-121.297486
318443,38.516743,-121.522125
318451,38.574963,-121.537403
318458,38.690199,-120.9047
318459,38.687815,-120.907504
318460,38.689714,-120.905443
318467,38.691431,-120.901793
318469,38.692108,-120.90017
318470,38.69196,-120.900532
318484,38.576358,-121.508129
318485,38.576456,-121.508085
318486,38.576694,-121.507976
318493,38.562769,-121.489462
318499,39.197763,-120.815236
318500,39.197734,-120.814985
318509,39.716681,-121.80191
318510,39.716577,-121.802198
318511,39.716694,-121.80192
318512,39.716602,-121.802217
318521,38.600617,-121.437808
318528,38.559117,-121.475053
318532,38.5598,-121.479241
318533,38.559773,-121.479137
318534,38.604161,-121.434697
318540,38.605475,-121.433198
318542,38.640121,-121.195978
318550,38.639556,-121.198795
318551,38.639556,-121.198795
318555,38.639404,-121.199733
318565,38.545438,-121.473752
318566,38.545438,-121.473752
318575,38.554254,-121.47405
318576,38.554254,-121.47405
318577,38.554254,-121.47405
318586,38.643001,-121.37954
318587,38.645353,-121.376977
318588,38.643268,-121.379553
318593,38.642899,-121.379958
318599,38.499417,-121.517557
318603,39.193677,-120.103294
318604,39.193677,-120.103294
318611,38.729204,-121.285639
318612,38.729204,-121.285639
318619,38.72909,-121.285463
318620,38.72909,-121.285463
318626,38.526291,-121.52104
318632,38.595862,-121.503843
318636,38.744868,-121.270305
318649,38.745827,-121.269472
318650,38.745827,-121.269472
318651,38.746046,-121.269328
318652,38.746098,-121.269294
318653,38.745076,-121.26996
318656,38.742518,-121.271844
318658,38.742506,-121.271648
318665,38.742441,-121.271691
318666,38.742441,-121.271691
318674,38.581105,-121.504583
318680,38.542764,-121.509859
318688,39.331629,-120.288236
318689,39.331629,-120.288236
318690,39.331629,-120.288236
318698,38.673659,-121.725709
318699,38.67366,-121.726135
318711,38.656787,-121.533818
318712,38.656734,-121.533789
318713,38.657619,-121.534271
318721,38.655569,-121.533158
318722,38.654901,-121.532794
318726,38.656453,-121.059644
318728,38.656681,-121.05978
318730,38.657927,-121.047296
318732,38.658504,-121.047413
318736,38.574941,-121.57213
318738,38.575335,-121.571329
318742,38.566451,-121.335551
318744,38.564145,-121.340221
318753,38.770691,-121.250279
318754,38.770592,-121.250152
318755,38.76994,-121.248481
318756,38.770778,-121.24748
318764,38.761843,-121.258997
318772,38.761929,-121.259248
318773,38.761929,-121.259248
318775,38.761843,-121.258997
318787,38.765063,-121.256559
318788,38.765063,-121.256559
318789,38.764876,-121.256839
318790,38.764343,-121.257053
318800,38.756912,-121.262242
